id,book,page,figure,figure_title,dcode,description,part_no,qty,model,remarks,fits,fits_why
BI-048-05,BI,48,5500A-2,DASHBOARD EQUIPMENT,56 942B,"PAD, CHOKE WIRE",G001-67-061,1,,,yes,
BI-048-06,BI,48,5500A-2,DASHBOARD EQUIPMENT,60 050,"WIRE, CHOKE",8871-60-050A,1,,,yes,
BI-048-07,BI,48,5500A-2,DASHBOARD EQUIPMENT,60 052,"GROMMET, CHOKE WIRE",0305-60-052A,1,,,yes,
BI-048-08,BI,48,5500A-2,DASHBOARD EQUIPMENT,60 221,"COVER (R), COLUMN",FA01-60-220,1,,,yes,
BI-048-09,BI,48,5500A-2,DASHBOARD EQUIPMENT,60 223A,"COVER, LAMP",FA01-60-241,1,,,yes,
BI-048-10,BI,48,5500A-2,DASHBOARD EQUIPMENT,60 224,"LENS, LAMP",FA01-60-242,1,,,yes,
BI-048-11,BI,48,5500A-2,DASHBOARD EQUIPMENT,60 231,"COVER (L), COLUMN",FA01-60-230,1,,,yes,
BI-048-12,BI,48,5500A-2,DASHBOARD EQUIPMENT,60 261A,"HOLDER, KEY CYLINDER",G001-60-261,1,,,yes,
BI-048-13,BI,48,5500A-2,DASHBOARD EQUIPMENT,64 620,"TRAY, ASH",FA01-64-610,1,,,yes,
BI-048-14,BI,48,5500A-2,DASHBOARD EQUIPMENT,,BLACK,00,,,,yes,colour code
BI-048-15,BI,48,5500A-2,DASHBOARD EQUIPMENT,64 640,"TRAY, ASH-INNER",FA01-64-630,1,,,yes,
BI-048-16,BI,48,5500A-2,DASHBOARD EQUIPMENT,,BLACK,00,,,,yes,colour code
BI-049-01,BI,49,5540A-1,METERS,18 762C,CLIP,8173-18-762,1,,,yes,
BI-049-02,BI,49,5540A-1,METERS,55 261,SOCKET,1316-55-261,9,,,yes,
BI-049-03,BI,49,5540A-1,METERS,55 261A,SOCKET,3625-55-261,6,,,yes,
BI-049-04,BI,49,5540A-1,METERS,55 410,"HOOD, METER",8871-55-420A,1,,,yes,
BI-049-05,BI,49,5540A-1,METERS,55 412A,"SPRING, METER HOOD",8531-55-412,2,,,yes,
BI-049-06,BI,49,5540A-1,METERS,55 441A,"CASE, METER",FA01-55-441,1,'81 & '82 MODELS,,yes,'81 & '82 MODELS
BI-049-07,BI,49,5540A-1,METERS,,,F023-55-441B,1,'83 MODEL,,no,'83 MODEL
BI-049-08,BI,49,5540A-1,METERS,55 442A,"PLATE, PRINT",FA01-55-442,1,'81 MODEL,,no,'81 MODEL
BI-049-09,BI,49,5540A-1,METERS,,,FA33-55-442,1,'82 MODEL,,yes,'82 MODEL
BI-049-10,BI,49,5540A-1,METERS,,,FA44-55-442B,1,'83 MODEL,,no,'83 MODEL
BI-049-11,BI,49,5540A-1,METERS,55 447C,"LENS, WARNING",FA01-55-444,1,,,yes,
BI-049-12,BI,49,5540A-1,METERS,55 461,TACHOMETER,FA01-55-461,1,,,yes,
BI-049-13,BI,49,5540A-1,METERS,55 471,SPEEDOMETER,FA01-55-471,1,(85MPH & 140KMH) '81 MODEL,,no,'81 MODEL
BI-049-14,BI,49,5540A-1,METERS,,,FA33-55-471,1,'82 MODEL,,yes,'82 MODEL
BI-049-15,BI,49,5540A-1,METERS,,,FA44-55-471A,1,(USE W/ FULL CONTROL) '83 MODEL,,no,'83 MODEL
BI-049-16,BI,49,5540A-1,METERS,55 472,"KNOB, TRIPMETER",1907-75-102A,1,,,yes,
BI-049-17,BI,49,5540A-1,METERS,55 482,REGULATOR,FA01-55-482,1,,,yes,
BI-049-18,BI,49,5540A-1,METERS,55 491A,"METER, FUEL & TEMPERATURE",FA27-55-481,1,,,yes,
BI-049-19,BI,49,5540A-1,METERS,55 492,"KNOB, RESISTOR",FA01-55-492,1,,,yes,
BI-049-20,BI,49,5540A-1,METERS,55 493,"NUT, RING",FA01-55-493,1,,,yes,
BI-049-21,BI,49,5540A-1,METERS,55 610,RESISTOR,FA01-55-490,1,,,yes,
BI-049-22,BI,49,5540A-1,METERS,55 811,CHIME,FA01-55-811A,1,,,yes,
BI-049-23,BI,49,5540A-1,METERS,55 905,"NUT, SPRING",8871-55-425,2,,,yes,
BI-049-24,BI,49,5540A-1,METERS,56 905F,"NUT, SPRING",0820-56-905,2,,,yes,
BI-049-25,BI,49,5540A-1,METERS,60 070,"CABLE, SPEEDOMETER",8871-60-070B,1,,,yes,
BI-049-26,BI,49,5540A-1,METERS,75 011A,"PLATE, WINDOW",FA01-55-446,1,,,yes,
BI-049-27,BI,49,5540A-1,METERS,75 115,BULB,0000-11-0194,9,(A12V 3.4W),,yes,
BI-049-28,BI,49,5540A-1,METERS,75 115A,BULB,0000-11-0074,8,(1.4W),,yes,
BI-051-01,BI,51,5560A-1,DASHBOARD & RELATED,55 195A,"RUBBER, STOPPER",0275-55-195A,1,,,yes,
BI-051-02,BI,51,5560A-1,DASHBOARD & RELATED,55 890J,BULB,0000-11-0194,1,(A12V 3.4W),,yes,
BI-051-03,BI,51,5560A-1,DASHBOARD & RELATED,60 350,"PAD, CRUSH",FA01-60-350A,1,'81 MODEL,FB331 ..500001-529438,no,'81 MODEL
BI-051-04,BI,51,5560A-1,DASHBOARD & RELATED,,BLACK,00,,,,no,'81 MODEL
BI-051-05,BI,51,5560A-1,DASHBOARD & RELATED,,RED,10,,,,no,'81 MODEL
BI-051-06,BI,51,5560A-1,DASHBOARD & RELATED,,BROWN,70,,,,no,'81 MODEL
BI-051-07,BI,51,5560A-1,DASHBOARD & RELATED,,,,,,FB331 ..511442-529438,no,'81 serial range
BI-051-08,BI,51,5560A-1,DASHBOARD & RELATED,,,FA01-60-350B,1,,FB331 ..529439-,yes,FB331 529439- covers all later serials
BI-051-09,BI,51,5560A-1,DASHBOARD & RELATED,,BLACK,00,,,,yes,colour option
BI-051-10,BI,51,5560A-1,DASHBOARD & RELATED,,RED,10,,,,yes,colour option
BI-051-11,BI,51,5560A-1,DASHBOARD & RELATED,,TAN,29,,,FB331 ..600001-700000,unclear,FB331 serial range; VIN serial unknown
BI-051-12,BI,51,5560A-1,DASHBOARD & RELATED,,BROWN,70,,,,yes,colour option
BI-051-13,BI,51,5560A-1,DASHBOARD & RELATED,,DARK TAN,81,,,FB331 ..700001-,unclear,FB331 serial range; VIN serial unknown
BI-051-14,BI,51,5560A-1,DASHBOARD & RELATED,60 410,"FRAME, INSTRUMENT PANEL",FA01-60-400F,1,,,yes,
BI-051-15,BI,51,5560A-1,DASHBOARD & RELATED,60 565,GRILLE,8341-60-713,2,,,yes,
BI-051-16,BI,51,5560A-1,DASHBOARD & RELATED,,BLACK,01,,,,yes,colour option
BI-051-17,BI,51,5560A-1,DASHBOARD & RELATED,,RED,10,,,,yes,colour option
BI-051-18,BI,51,5560A-1,DASHBOARD & RELATED,,BROWN,28,,,,yes,colour option
BI-051-19,BI,51,5560A-1,DASHBOARD & RELATED,,TAN,29,,,FB331 ..600001-700000,unclear,FB331 serial range; VIN serial unknown
BI-051-20,BI,51,5560A-1,DASHBOARD & RELATED,,DARK TAN,81,,,FB331 ..700001-,unclear,FB331 serial range; VIN serial unknown
BI-051-21,BI,51,5560A-1,DASHBOARD & RELATED,60 690,"SWITCH, GLOVE TRAY",0305-60-690,1,(FOR GLOVE BOX LAMP),,yes,
BI-051-22,BI,51,5560A-1,DASHBOARD & RELATED,60 701,"CAP, GARNISH",8871-60-701,3,,,yes,
BI-051-23,BI,51,5560A-1,DASHBOARD & RELATED,,BLACK,00,,,,yes,colour option
BI-051-24,BI,51,5560A-1,DASHBOARD & RELATED,,RED,11,,,,yes,colour option
BI-051-25,BI,51,5560A-1,DASHBOARD & RELATED,,BROWN,28,,,,yes,colour option
BI-051-26,BI,51,5560A-1,DASHBOARD & RELATED,,TAN,71,,,FB331 ..600001-700000,unclear,FB331 serial range; VIN serial unknown
BI-051-27,BI,51,5560A-1,DASHBOARD & RELATED,,DARK TAN,75,,,FB331 ..700001-,unclear,FB331 serial range; VIN serial unknown
BI-051-28,BI,51,5560A-1,DASHBOARD & RELATED,60 702,"SCREW, GARNISH",8871-60-702,3,,,yes,
BI-051-29,BI,51,5560A-1,DASHBOARD & RELATED,60 720,"GARNISH, UPPER",8341-60-710A,1,,,yes,
BI-051-30,BI,51,5560A-1,DASHBOARD & RELATED,,BLACK,00,,,,yes,colour option
BI-051-31,BI,51,5560A-1,DASHBOARD & RELATED,,BLACK,01,,,,yes,colour option
BI-051-32,BI,51,5560A-1,DASHBOARD & RELATED,,RED,10,,,,yes,colour option
BI-051-33,BI,51,5560A-1,DASHBOARD & RELATED,,BROWN,28,,,,yes,colour option
BI-051-34,BI,51,5560A-1,DASHBOARD & RELATED,,TAN,29,,,FB331 ..600001-700000,unclear,FB331 serial range; VIN serial unknown
BI-051-35,BI,51,5560A-1,DASHBOARD & RELATED,,DARK TAN,81,,,FB331 ..700001-,unclear,FB331 serial range; VIN serial unknown
BI-051-36,BI,51,5560A-1,DASHBOARD & RELATED,60 731,"RUBBER, SEAMING",8562-60-712,1,,,yes,
BI-051-37,BI,51,5560A-1,DASHBOARD & RELATED,60 771,GARNISH (R),FA01-55-330A,1,,,yes,
BI-051-38,BI,51,5560A-1,DASHBOARD & RELATED,,BLACK,00,,,,yes,colour option
BI-051-39,BI,51,5560A-1,DASHBOARD & RELATED,,RED,10,,,,yes,colour option
BI-051-40,BI,51,5560A-1,DASHBOARD & RELATED,,TAN,29,,,FB331 ..600001-700000,unclear,FB331 serial range; VIN serial unknown
BI-052-01,BI,52,5560A-2,DASHBOARD & RELATED,60 771 (CONT'D),BROWN,70,,,,yes,colour option
BI-052-02,BI,52,5560A-2,DASHBOARD & RELATED,,DARK TAN,81,,,FB331 ..700001-,unclear,FB331 serial range; VIN serial unknown
BI-052-03,BI,52,5560A-2,DASHBOARD & RELATED,60 781,GARNISH (L),FA01-55-340A,1,,,yes,
BI-052-04,BI,52,5560A-2,DASHBOARD & RELATED,,BLACK,00,,,,yes,colour option
BI-052-05,BI,52,5560A-2,DASHBOARD & RELATED,,RED,10,,,,yes,colour option
BI-052-06,BI,52,5560A-2,DASHBOARD & RELATED,,TAN,29,,,FB331 ..600001-700000,unclear,FB331 serial range; VIN serial unknown
BI-052-07,BI,52,5560A-2,DASHBOARD & RELATED,,BROWN,70,,,,yes,colour option
BI-052-08,BI,52,5560A-2,DASHBOARD & RELATED,,DARK TAN,81,,,FB331 . 700001-,unclear,FB331 serial range; VIN serial unknown
BI-052-09,BI,52,5560A-2,DASHBOARD & RELATED,62 665B,"RUBBER, CUSHION",0633-62-879,2,'81 & '82 MODELS,FB331 ..500001-608442,unclear,'82 split at serial 608442; FB331 serial range; VIN serial unknown
BI-052-10,BI,52,5560A-2,DASHBOARD & RELATED,,,0259-58-612,2,'82 & '83 MODELS,FB331 ..608443-,unclear,'82 split at serial 608443; FB331 serial range; VIN serial unknown
BI-052-11,BI,52,5560A-2,DASHBOARD & RELATED,64 030,"LID, GLOVE POCKET",FA01-64-030,1,,,yes,
BI-052-12,BI,52,5560A-2,DASHBOARD & RELATED,,BLACK,00,,,,yes,colour option
BI-052-13,BI,52,5560A-2,DASHBOARD & RELATED,,RED,10,,,,yes,colour option
BI-052-14,BI,52,5560A-2,DASHBOARD & RELATED,,TAN,29,,,FB331 ..600001-700000,unclear,FB331 serial range; VIN serial unknown
BI-052-15,BI,52,5560A-2,DASHBOARD & RELATED,,BROWN,70,,,,yes,colour option
BI-052-16,BI,52,5560A-2,DASHBOARD & RELATED,,DARK TAN,81,,,FB331 ..700001-,unclear,FB331 serial range; VIN serial unknown
BI-052-17,BI,52,5560A-2,DASHBOARD & RELATED,64 043,STOPPER,8871-64-043,1,,,yes,
BI-052-18,BI,52,5560A-2,DASHBOARD & RELATED,64 050,"SET PLATE, GLOVE LID",8871-64-050A,1,,,yes,
BI-052-19,BI,52,5560A-2,DASHBOARD & RELATED,64 101,STRIKER,8871-64-101,1,,,yes,
BI-052-20,BI,52,5560A-2,DASHBOARD & RELATED,64 161,"TRAY, GLOVE",8871-64-161B,1,,,yes,
BI-052-21,BI,52,5560A-2,DASHBOARD & RELATED,64 162B,"STAY, GLOVE TRAY",8871-64-162A,1,,,yes,
BI-053-01,BI,53,5570A-1,CONSOLE,55 216A,"SPRING, BOOT PANEL",8871-55-216,2,,,yes,
BI-053-02,BI,53,5570A-1,CONSOLE,55 225,"COVER, SWITCH HOLE",FA01-55-225,1,(W/O REM. CONTROL) S MODEL,,no,S MODEL
BI-053-03,BI,53,5570A-1,CONSOLE,55 240A,BULB & SOCKET,0305-66-580A,1,A/T,,yes,A/T
BI-053-04,BI,53,5570A-1,CONSOLE,,<A>,1840-55-240,1,,,yes,"alternative number, A/T"
BI-053-05,BI,53,5570A-1,CONSOLE,55 240J,BULB,0000-11-0194,1,(A12V 3.4W) A/T,,yes,A/T
BI-053-06,BI,53,5570A-1,CONSOLE,64 221,"COVER (R), BRAKE",FA01-64-221,1,,,yes,
BI-053-07,BI,53,5570A-1,CONSOLE,,BLACK,00,,,,yes,colour option
BI-053-08,BI,53,5570A-1,CONSOLE,,RED,10,,,,yes,colour option
BI-053-09,BI,53,5570A-1,CONSOLE,,TAN,29,,,FB331 ..600001-700000,unclear,FB331 serial range; VIN serial unknown
BI-053-10,BI,53,5570A-1,CONSOLE,,BROWN,70,,,,yes,colour option
BI-053-11,BI,53,5570A-1,CONSOLE,,DARK TAN,81,,,FB331 ..700001-,unclear,FB331 serial range; VIN serial unknown
BI-053-12,BI,53,5570A-1,CONSOLE,,"COVER (L), BRAKE",FA01-64-222,1,,,yes,
BI-053-13,BI,53,5570A-1,CONSOLE,,BLACK,00,,,,yes,colour option
BI-053-14,BI,53,5570A-1,CONSOLE,,RED,10,,,,yes,colour option
BI-053-15,BI,53,5570A-1,CONSOLE,,TAN,29,,,FB331 ..600001-700000,unclear,FB331 serial range; VIN serial unknown
BI-053-16,BI,53,5570A-1,CONSOLE,,BROWN,70,,,,yes,colour option
BI-053-17,BI,53,5570A-1,CONSOLE,,DARK TAN,81,,,FB331 ..700001-,unclear,FB331 serial range; VIN serial unknown
BI-053-18,BI,53,5570A-1,CONSOLE,64 225,"RING, BRAKE COVER",FA01-64-225,1,,,yes,
BI-053-19,BI,53,5570A-1,CONSOLE,64 310,"CONSOLE, FRONT",FA01-64-320B,1,,,yes,
BI-053-20,BI,53,5570A-1,CONSOLE,,BLACK,00,,,,yes,colour option
BI-053-21,BI,53,5570A-1,CONSOLE,,RED,10,,,,yes,colour option
BI-053-22,BI,53,5570A-1,CONSOLE,,TAN,29,,,,yes,colour option
BI-053-23,BI,53,5570A-1,CONSOLE,,BROWN,70,,,,yes,colour option
BI-053-24,BI,53,5570A-1,CONSOLE,,DARK TAN,81,,,,yes,colour option
BI-053-25,BI,53,5570A-1,CONSOLE,64 331,"BOOT, CHANGE",FA01-64-351A,1,M/T,,no,M/T
BI-053-26,BI,53,5570A-1,CONSOLE,,BLACK,01,1,,,no,M/T
BI-053-27,BI,53,5570A-1,CONSOLE,64 331A,BOOT,FA01-64-494,1,M/T,,no,M/T
BI-053-28,BI,53,5570A-1,CONSOLE,64 340,"PLATE, UPPER",FA01-64-350A,1,M/T,,no,M/T
BI-053-29,BI,53,5570A-1,CONSOLE,,SILVER METALLIC/BLACK,01,,,,no,M/T
BI-053-30,BI,53,5570A-1,CONSOLE,64 340A,INDICATOR,FA03-64-350,1,A/T,,yes,A/T
BI-053-31,BI,53,5570A-1,CONSOLE,,SILVER METALLIC,01,,,,yes,A/T
BI-053-32,BI,53,5570A-1,CONSOLE,64 345,"PANEL, SWITCH",FA01-64-451,1,,,yes,
BI-053-33,BI,53,5570A-1,CONSOLE,,SILVER METALLIC,01,,,,yes,
BI-053-34,BI,53,5570A-1,CONSOLE,64 345A,"BOX, COIN",FA02-64-451,1,(USE W/O SWITCH PANEL),,unclear,W/O switch panel; fitment unknown
BI-053-35,BI,53,5570A-1,CONSOLE,,SILVER METALLIC,01,,,,unclear,W/O switch panel; fitment unknown
BI-053-36,BI,53,5570A-1,CONSOLE,64 350,"BRACKET, FRONT",8871-64-370A,1,,,yes,
BI-053-37,BI,53,5570A-1,CONSOLE,64 360,"BRACKET, CENTER",FA01-64-381,1,,,yes,
BI-053-38,BI,53,5570A-1,CONSOLE,64 370,"BRACKET, REAR",8871-64-415,1,(USE W/ LARGE RR. CONSOLE),,yes,large rear console is GS (5570A-2)
BI-054-01,BI,54,5570A-2,CONSOLE,64 410,"CONSOLE, REAR",FA01-64-410C,1,,,yes,
BI-054-02,BI,54,5570A-2,CONSOLE,,BLACK,00,,,,yes,colour option
BI-054-03,BI,54,5570A-2,CONSOLE,,RED,10,,,,yes,colour option
BI-054-04,BI,54,5570A-2,CONSOLE,,TAN,29,,,,yes,colour option
BI-054-05,BI,54,5570A-2,CONSOLE,,BROWN,70,,,,yes,colour option
BI-054-06,BI,54,5570A-2,CONSOLE,,DARK TAN,81,,,,yes,colour option
BI-054-07,BI,54,5570A-2,CONSOLE,64 411A,"CASE, SWITCH PANEL",FA02-64-411,1,(SMALL TYPE),,unclear,small type; fitment unknown
BI-054-08,BI,54,5570A-2,CONSOLE,,BLACK,00,,,,unclear,small type; fitment unknown
BI-054-09,BI,54,5570A-2,CONSOLE,,RED,10,,,,unclear,small type; fitment unknown
BI-054-10,BI,54,5570A-2,CONSOLE,,TAN,29,,,FB331 ..600001-700000,unclear,small type; fitment unknown; FB331 serial range; VIN serial unknown
BI-054-11,BI,54,5570A-2,CONSOLE,,BROWN,70,,,,unclear,small type; fitment unknown
BI-054-12,BI,54,5570A-2,CONSOLE,,DARK TAN,81,,,FB331 ..700001-,unclear,small type; fitment unknown; FB331 serial range; VIN serial unknown
BI-054-13,BI,54,5570A-2,CONSOLE,64 430,"BRACKET, CENTER-REAR",8871-64-430A,1,(USE W/ SMALL RR. CONSOLE) S MODEL,,no,S MODEL
BI-054-14,BI,54,5570A-2,CONSOLE,,,FA01-64-430,1,(USE W/ LARGE RR. CONSOLE) GS & GSL MODELS,,yes,GS
BI-054-15,BI,54,5570A-2,CONSOLE,64 450,"LID, CONSOLE",FA01-64-420B,1,(USE W/ LARGE TYPE CONSOLE),,yes,large console is GS
BI-054-16,BI,54,5570A-2,CONSOLE,,BLACK,00,,,,yes,colour option
BI-054-17,BI,54,5570A-2,CONSOLE,,RED,10,,,,yes,colour option
BI-054-18,BI,54,5570A-2,CONSOLE,,TAN,29,,,,yes,colour option
BI-054-19,BI,54,5570A-2,CONSOLE,,BROWN,70,,,,yes,colour option
BI-054-20,BI,54,5570A-2,CONSOLE,,DARK TAN,81,,,,yes,colour option
BI-054-21,BI,54,5570A-2,CONSOLE,64 466,"SPRING, HINGE",FA01-64-413A,1,,,yes,
BI-054-22,BI,54,5570A-2,CONSOLE,64 481A,"STOPPER, CONSOLE LID",8871-64-412,1,,,yes,
BI-054-23,BI,54,5570A-2,CONSOLE,64 492,INSULATOR,FA01-64-492,1,M/T,,no,M/T
BI-054-24,BI,54,5570A-2,CONSOLE,64 901A,"CAP, FRONT CONSOLE",8871-64-901,4,,,yes,
BI-054-25,BI,54,5570A-2,CONSOLE,,BLACK,00,,,,yes,colour option
BI-054-26,BI,54,5570A-2,CONSOLE,,RED,11,,,,yes,colour option
BI-054-27,BI,54,5570A-2,CONSOLE,,BROWN,70,,,,yes,colour option
BI-054-28,BI,54,5570A-2,CONSOLE,,TAN,71,,,FB331 ..?00001-700000,unclear,FB331 serial range; VIN serial unknown
BI-054-29,BI,54,5570A-2,CONSOLE,,DARK TAN,75,,,FB331 ..700001-,unclear,FB331 serial range; VIN serial unknown
BI-054-30,BI,54,5570A-2,CONSOLE,68 832,"SEAT, BOOT",FA01-64-491,1,M/T,,no,M/T
BI-055-01,BI,55,5580A-1,VENTILATOR,60 120,"NOZZLE (R), DEFROSTER",8871-60-121,1,,,yes,
BI-055-02,BI,55,5580A-1,VENTILATOR,60 140,"NOZZLE (L), DEFROSTER",8871-60-141,1,,,yes,
BI-055-03,BI,55,5580A-1,VENTILATOR,60 181A,"DUCT (R), SIDE DEMISTER",8871-61-181,1,,,yes,
BI-055-04,BI,55,5580A-1,VENTILATOR,60 182,"DUCT (L), SIDE DEMISTER",8871-61-182,1,,,yes,
BI-055-05,BI,55,5580A-1,VENTILATOR,61 183,"DUCT (R), SIDE DEMISTER",8871-61-183A,1,,,yes,
BI-055-06,BI,55,5580A-1,VENTILATOR,61 184,"DUCT (L), SIDE DEMISTER",8871-61-184A,1,,,yes,
BI-055-07,BI,55,5580A-1,VENTILATOR,61 251,"HOSE, DEFROSTER",8871-61-251A,2,,,yes,
BI-055-08,BI,55,5580A-1,VENTILATOR,64 750A,"DUCT, CENTER",8871-64-750A,1,,,yes,
BI-055-09,BI,55,5580A-1,VENTILATOR,64 761B,DUCT (R),8871-64-761,1,,,yes,
BI-055-10,BI,55,5580A-1,VENTILATOR,64 771B,DUCT NO. 1 (L),8871-64-771A,1,,,yes,
BI-055-11,BI,55,5580A-1,VENTILATOR,64 772B,DUCT NO. 2 (L),8871-64-780B,1,,,yes,
BI-055-12,BI,55,5580A-1,VENTILATOR,64 773B,DUCT NO. 3 (L),8871-64-773,1,,,yes,
BI-055-13,BI,55,5580A-1,VENTILATOR,64 811A,"GUIDE, CENTER LOUVER",8871-64-811A,1,,,yes,
BI-055-14,BI,55,5580A-1,VENTILATOR,64 812A,"HOLDER, CENTER LOUVER",8871-64-812,1,,,yes,
BI-055-15,BI,55,5580A-1,VENTILATOR,64 815A,"LOUVER, CENTER",8570-64-815B,2,,,yes,
BI-055-16,BI,55,5580A-1,VENTILATOR,64 820,"GUIDE, LOUVER",8871-64-820,2,,,yes,
BI-055-17,BI,55,5580A-1,VENTILATOR,70 371A,"LOUVER, VENTILATOR",8341-64-825,2,,,yes,
BI-056-01,BI,56,5700A-1,SEATS ('81 & '82) MODELS,57 109,"SCREW, KNUCKLE",2155-57-109,8,,,yes,
BI-056-02,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 081,"KNOB, KNUCKLE",0305-57-081,2,(USE W/O KNUCKLE COVER),,unclear,knuckle cover fitment unknown
BI-056-03,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,knuckle cover fitment unknown
BI-056-04,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 101,"KNUCKLE (R), RECLINING",8183-88-101,1,(USE W/ KNUCKLE COVER),,unclear,knuckle cover fitment unknown
BI-056-05,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,,8531-88-101,1,(USE W/O KNUCKLE COVER),,unclear,knuckle cover fitment unknown
BI-056-06,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 102,ADJUSTER NO. 1,8183-88-102,1,,,yes,
BI-056-07,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 103,ADJUSTER NO. 2,F005-88-103,1,,,yes,
BI-056-08,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 104A,"RESTRAINT, HEAD",FA09-88-104,2,(FOR CLOTH-PLAID) GSL MODEL,,no,GSL MODEL
BI-056-09,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,GSL MODEL
BI-056-10,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,RED,10,,,,no,GSL MODEL
BI-056-11,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,GSL MODEL
BI-056-12,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 105,BUSHING,8531-88-106,2,,,yes,
BI-056-13,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 106,WASHER,8531-88-105,2,,,yes,
BI-056-14,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 107A,"COVER, HINGE",8531-88-107,2,,,yes,
BI-056-15,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 110,"CUSHION (R), FRONT SEAT",FA07-88-110,1,(CLOTH-VELOUR) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-16,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-17,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-18,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-19,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,,FA08-88-110,1,(VINYL) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-20,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-21,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-22,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,,FA09-88-110,1,(CLOTH-PLAID) GSL MODEL,,no,GSL MODEL
BI-056-23,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,GSL MODEL
BI-056-24,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,RED,10,,,,no,GSL MODEL
BI-056-25,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,GSL MODEL
BI-056-26,BI,56,5700A-1,SEATS ('81 & '82) MODELS,88 111,"TRIM (R), SEAT CUSHION",FA07-88-111,1,(CLOTH-VELOUR) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-27,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-28,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,RED,10,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-29,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-30,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,,FA08-88-111,1,(VINYL) S & GS MODELS,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-31,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-32,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BROWN,70,,,,unclear,velour or vinyl trim; GS trim not recorded
BI-056-33,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,,FA09-88-111,1,(CLOTH-PLAID) GSL MODEL,,no,GSL MODEL
BI-056-34,BI,56,5700A-1,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,GSL MODEL
BI-057-01,BI,57,5700A-2,SEATS ('81 & '82) MODELS,88 111 (CONT'D),RED,10,,,,no,GSL MODEL
BI-057-02,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,GSL MODEL
BI-057-03,BI,57,5700A-2,SEATS ('81 & '82) MODELS,88 116,"COVER (R), KNUCKLE",F007-88-120,1,(FOR NON HIGH BACK TYPE) '81 MODEL,,no,'81 MODEL
BI-057-04,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BLACK,00,,,,no,'81 MODEL
BI-057-05,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,RED,10,,,,no,'81 MODEL
BI-057-06,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BROWN,70,,,,no,'81 MODEL
BI-057-07,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,,8183-88-120,1,(FOR NON HIGH BACK TYPE) '82 MODEL,,unclear,'82; high back vs non high back unknown
BI-057-08,BI,57,5700A-2,SEATS ('81 & '82) MODELS,,BLACK,00,,,,unclear,'82; high back vs non high back unknown
